A,,,,,
cg_teamChatsOnly,A T,0,cg_teamChatsOnly [0|1],Show only team-based chat.,
cg_teamChatTime,A T,3000,cg_teamChatTime <time>,Display time on HUD for team messages.,
cg_teamColor,A,-,cg_teamColor <hex color code>,Colorize team bright model skins.,
cg_teamHeadColor,A T,0x408000FF,cg_teamHeadColor <hex color code>,Colorize team bright model skin heads.,
cg_teamLowerColor,A T,0x408000FF,cg_teamLowerColor <hex color code>,Colorize team bright model skin legs.,
cg_teamUpperColor,A T,0x408000FF,cg_teamUpperColor <hex color code>,Colorize team bright model skin torsos.,
cg_thirdPerson,C,0,"cg_thirdPerson [0|1]
0 = first-person view
1 = third-person view",Switch to third person view.,
cg_thirdPersonAngle,C,0,cg_thirdPersonAngle <angle>,Third person view camera angle on Z-axis towards player (0-359 degrees).,
cg_thirdPersonPitch,C,-1,cg_thirdPersonPitch <pitch>,Third person view vertical camera axis towards player.,
cg_thirdPersonRange,C,80,cg_thirdPersonRange <range>,Maximum distance the third person view is from the player.,
cg_timescaleFadeEnd,-,1,cg_timescaleFadeEnd <value>,???,
cg_timescaleFadeSpeed,-,0,cg_timescaleFadeSpeed <value>,???,
cg_tracerchance,C,0.4,cg_tracerchance <0.0 – 1.0>,Frequency of tracer bullets.,
cg_tracerlength,C,100,cg_tracerlength <length>,Sets length of tracer bullets.,
cg_tracerwidth,C,1,cg_tracerwidth <width>,Sets width of tracer bullets.,
cg_trackPlayer,C,-1,"cg_trackPlayer [-1|0|1]
0 = setting 1
1 = setting 2",Locks view onto a player.,
cg_trueLightning,A T,1,"cg_trueLightning <0.0 – 1.0>
0.0 = Most flexible
1.0 = Most Rigid",Flexibility factor for lightning gun shaft.,
cg_trueShotgun,T,0,cg_trueShotgun [0|1],"When enabled, will display the true shotgun collision pattern that the server uses, while a value of 0 will show a more randomised and slightly inaccurate scatter of pellets.",
cg_useItemMessage,A T,1,cg_useItemMessage [0|1],"Enables drawing of the ""No Item to Use"" message when lacking a holdable item but attempting to use it",
cg_useItemWarning,A T ,1,cg_useItemWarning [0|1],"Enables playing of the ""No Item to Use"" sound when any player is lacking a holdable item but is attempting to use it",
cg_version,R,-,cg_version,Displays client game version.,
cg_viewsize,A,100,cg_viewsize <percentage>,Percentage of screen the game appears on.,
cg_waterWarp,A T,1,cg_waterWarp [0|1],Enables the minor warp effect on underwater views.,
cg_weaponBar,A T,1,"cg_weaponBar [0|1|2|3|4]
0 - Disabled
1 - Left docked icons
2 - Right docked icons
3 - Center docked icons
4 - Large floating icons (Legacy Q3 Style)",Displays the weapon bar at the specified place on the screen.,
cg_weaponColor_grenade,A T,0x007000FF,cg_weaponColor_grenade <hex color code>,Sets grenade color.,
cg_weaponConfig,A T ,"""""","cg_weaponConfig <settings>
cg_weaponConfig_bfg <settings> / BFG10K
cg_weaponConfig_cg <settings> / Chaingun
cg_weaponConfig_g <settings> / Gauntlet
cg_weaponConfig_gh <settings> / Hook
cg_weaponConfig_gl <settings> / Grenade
cg_weaponConfig_lg <settings> / Lightning Gun
cg_weaponConfig_mg <settings> / Machinegun
cg_weaponConfig_ng <settings> / Nailgun
cg_weaponConfig_pg <settings> / Plasmagun
cg_weaponConfig_pl <settings> / Prox Mine
cg_weaponConfig_rg <settings> / Railgun
cg_weaponConfig_rl <settings> / Rocket Launcher
cg_weaponConfig_sg <settings> / Shotgun

",The specified settings are applied after every weapon switch. Also listed in the menu under Game Settings >> Advanced >> Weapon Config.,
cg_zoomfov,A T,22.5,cg_zoomfov <10 – 130>,Sets zoomed-in field of view factor.,
cg_zoomOutOnDeath,A T,1,cg_zoomOutOnDeath [0|1],Enables resetting of player FOVs back to normal on death. This is useful if you use the cg_zoomToggle CVar.,
cg_zoomScaling,A T,1,cg_zoomScaling [0|1],Enables the zooming in / zooming out scaling effect that is used as a transition between your cg_fov and cg_zoomfov; causing the +zoom to act as a quick snap to and from the zoomed fov.,
cg_zoomSensitivity,A T,1,cg_zoomSensitivity <value>,"The value of this is multiplied to the current zoom sensitivity, allowing the user to increase or decrease their sensitivity while zoomed. A value of 0 will revert the zoomSensitivity code to the Q3 legacy code that was previously available in QuakeLive.",
cg_zoomToggle,A T,0,cg_zoomToggle [0|1],"Alters the behavior of +zoom such that a single key press will enable zooming and a repeated keystroke disables zooming, no longer requiring players to hold the key down while zooming.",
cl_AdTimeout,I,6000,???,???,
cl_allowConsoleChat,A T,0,cl_allowConsoleChat [0|1],"Allows chat from console window without using the ‘/say’ command, while omitting the ‘/’.",
cl_allowDownload,R,1,cl_allowDownload [0|1],Enables automatic downloading of missing files from server.,
cl_anglespeedkey,-,1.5,cl_anglespeedkey <speed>,"Sets the speed in which the directional keys (binded to +left, +right, +lookdown or +lookup) change the viewing angle.",
cl_anonymous,U A,0,cl_anonymous [0|1],Appear anonymous to the server.,
cl_autoTimeNudge,A T ,0,cl_autoTimeNudge [0|1],???,
cl_avidemo,-,0,cl_avidemo [0|1],Enable AVI demo recording.,
cl_avidemo_latch,-,0,cl_avidemo_latch [0|1],Setting this to 1 starts capturing according to the value specified by cl_avidemo the moment the game starts or the demo begins.,
cl_avidemo_maxtime,-,0,cl_avidemo_maxtime <time>,Maximum length of AVI demos.,
cl_avidemo_mintime,-,0,cl_avidemo_mintime <time>,Minimum length of AVI demos.,
cl_contimestamps,-,0,"cl_contimestamps [0|1|2]
0 = None
1 = Game time
2 = Server time",Put time stamps on console entries.,
cl_conXOffset,-,0,cl_conXOffset <0 – 999>,Sets the offset of the console message display.,
cl_debugMove,-,0,"cl_debugMove [0|1|2]
1 = display x-axis (yaw) mouse speed graph
2 = display y-axis (pitch) mouse speed graph",Displays a real-time graph on the lower part of the screen illustrating mouse speed.,
cl_demoRecordMessage,-,1,"cl_demoRecordMessage [0|1]
0 = Hide
1 = Show",Message that appears on HUD when recording a demo.,
cl_downloadCount,-,-,cl_downloadCount,Displays the number of files for download. N/A,
cl_downloadName,-,-,cl_downloadName,Holds the name of the file currently downloading. N/A,
cl_downloadSize,-,-,cl_downloadSize,Displays the size (in bytes) of the file currently downloading. N/A,
cl_forceavidemo,-,0,cl_forceavidemo [0|1],Forces all demo recording into a sequence of screenshots in TGA format.,
cl_freelook,-,1,cl_freelook [0|1],Enables freelook (ability to look around using your mouse).,
cl_freezeDemo,-,0,cl_freezeDemo [0|1],Stops demo recording while ‘freezing’ on to one frame.,
cl_guid,U R,Unknown,???,???,
cl_maxpackets,A T,63,cl_maxpackets <30 – 125>,Controls how many updates you send to the server.,
cl_maxPing,A,800,cl_maxPing <ping>,Maximum ping before disconnecting from server.,
cl_motd,-,1,cl_motd [0|1],Enables the displaying of the message of the day string.,
cl_motdString,R,-,cl_motdString,Message of the day string.,
cl_mouseAccel,-,0,cl_mouseAccel <value>,Mouse acceleration factor.,
cl_mouseAccelDebug,A T,0,cl_mouseAccelDebug [0|1],Enables mouse acceleration debugging mode.,
cl_mouseAccelOffset,A T,5,cl_mouseAccelOffset <offset>,Sets mouse acceleration sensitivity offset.,
cl_mouseAccelPower,A T,2,cl_mouseAccelPower <value>,"Sets the power of the mouse acceleration curve, 2 is the default traditional curve.",
cl_mouseAccelStyle,A T,0,cl_mouseAccelStyle [integer],Sets mouse acceleration style.,
cl_mouseSensCap,A,0,cl_mouseSensCap <max sensitivity>,Sets mouse sensitivity limit when using mouse acceleration.,
cl_nodelta,-,0,cl_nodelta [0|1],"Disables delta compression. May slow down connection performance, only use if net problems occur.",
cl_noprint,-,0,cl_noprint [0|1],Disables message printing to HUD.,
cl_packetdup,A,1,cl_packetdup <0 – 5>,Determines how many duplicate packets you send to the server to avoid packet loss.,
cl_paused,R,0,cl_paused [0|1],"Displays the status of the paused flag, client side.",
cl_pitchspeed,C,140,cl_pitchspeed <value>,Sets the pitch speed for +lookup and +lookdown.,
cl_platform,R,1,???,???,
cl_punkbuster,U R A,1,cl_punkbuster [0|1],Enables use of PunkBuster anti-cheat system.,
cl_quitOnDemoCompleted,-,0,cl_quitOnDemoCompleted [0|1],"With this set to 1, if you play a demo, the game will exit when the demo is over.",
cl_run,A,1,"cl_run [0|1]
0 = Walk
1 = Run",Enables ‘always run’.,
cl_running,R,0,cl_running,Dictates whether or not a client game is running or if client/server mode.,
cl_serverStatusResendTime,-,750,cl_serverStatusResendTime <time>,Sets the amount of time (in milliseconds) between heartbeats sent to the master server,
cl_shownet,-,0,cl_shownet [0|1],Displays information about the network quality.,
cl_showSend,-,0,cl_showSend [0|1],"A network debugging tool, showing packets sent.",
cl_showTimeDelta,-,0,cl_showTimeDelta [0|1],Displays time delta between server updates.,
cl_timeNudge,-,0,cl_timeNudge [-20 - 20],Allows more or less latency to be added in the interest of better smoothness or better responsiveness.,
cl_timeout,-,40,cl_timeout <time>,Time (in seconds) that it takes to be kicked when lagging.,
cl_viewAccel,A,1.7,cl_viewAccel <value>,???,
cl_yawspeed,C,140,cl_yawspeed <value>,Sets turn speed when using +left and +right.,
clan,U A T,-,clan <clan tag>,Player clan tag string as per clan joined.,
cm_noAreas,C,0,cm_noAreas [0|1],???,
cm_noCurves,C,0,cm_noCurves [0|1],Sets the ability of the player bounding box to clip through curved surfaces.,
cm_playerCurveClip,C,1,cm_playerCurveClip [0|1],Sets the ability of the player bounding box to keep to curved surfaces.,
color1,U A T,1,color1 <color code>,Color of the rail beam. <1-26>,
color2,U A T,1,color2 <color code>,Color of rail core/disc/swirl effect. <1-26>,
com_allowConsole,A T,1,"com_allowConsole [0|1]
0 = Ctrl + Alt + <console bind>
1 = <console bind>",Affects how you access the console.,
com_blood,A,0,com_blood [0|1],Enable blood mist effects. Not available in Quake Live.,
com_build,-,0,com_build [0|1],Automates data building.,
com_cameraMode,C,0,com_cameraMode [0|1],Setting to 1 renders the player model invisible with cg_thirdperson 1. Only the player model whose perspective the game is from is made invisible.,
com_configVersion,A,16,???,???,
com_dropsim,C,0,com_dropsim [0|1],Testing CVAR to simulate packet loss during communication drops.,
com_hunkMegs,A L,96,com_hunkMegs <amount>,"Sets the amount of memory (in mega bytes) reserved for the game play. A value of 56 is best suited for 128MB of RAM, 112 for 256MB RAM etc.",
com_idlesleep,,1,com_idlesleep [0|1],"
Use sleep frames to reduce CPU usage.
Description from the changelog:
Added cvar to disable idle sleep, to prevent FPS issues that may be caused by low resolution timers in Windows XP or on-demand CPU scaling. Setting com_idleSleep to 0 will restore the previous behavior of using up an entire CPU to wait until the next frame. Unless disabling com_idleSleep has a direct effect, it is highly recommended that com_idleSleep is kept ON.
Recommendation:
If you are having trouble reaching your desired framerate, you might try com_IdleSleep 0. I personally get 200 fps if I set maxfps 250 with com_idleSleep 1, I have to change it to 0 to get the full 250.",
com_introplayed,A,0,"com_introplayed [0|1]
0 = plays intro cinematic
1 = disables intro cinematic",Disables the playing of intro movie when loading game.,
com_maxfps,A T,250,com_maxfps <amount>,Maximum rendered frames per second.,
com_showtrace,C,0,com_showtrace [0|1],Displays packet traces.,
com_soundMegs,A L,16,com_soundMegs <amount>,Allocates memory (in mega bytes) to game sounds. A value of 16 is best suited for 128MB of RAM.,
com_speeds,-,0,"com_speeds [0|1]
0 = disabled","Displays the reporting of game speed data: frame#, time (in ms), ev, work, sv, cl, gm, rf, bk, rm. SV = server, CL = client, GM = game time, RF = render time, EV = work",
com_zoneMegs,A L,16,com_zoneMegs <amount>,Sets the amount of memory (in mega bytes) reserved for the game. A value of 16 is best suited for 128MB of RAM.,
con_background,T,1,con_background [0|1],Enables the animated console background.,
con_height,T,0.5,con_height <0.0 – 1.0>,Sets the percentile of the screen the console window takes up when on display.,
con_matchlimit,-,16,con_matchlimit <limit>,Sets the maximum number of entries to print to the console when using the ‘find’ command.,
con_notifytime,-,3,con_notifytime <time>,Sets the time (in seconds) that messages from other players are displayed on the screen.,
con_opacity,T,0.75,con_opacity <0.0-1.0>,Sets the opacity of the console background.,
con_scale,T,1,con_scale <0.5 - 1>,Console lettertype size,
con_speed,T,3,con_speed <speed>,Sets the speed of the opening/closing scroll action of the console window.,
con_timestamps,-,0,con_timestamps [0|1],"Adds a time for each console entry. Time is given in M:ss:hhh where m is minutes, s is seconds, and h are hundredths. Works only when a game is in progress.",
D,,,,,
debug_protocol,-,-,debug_protocol,Network protocol debugging for globalservers.,
debuggraph,C,0,debuggraph [0|1],Displays debugging graph.,
dedicated,L,0,"dedicated [0|1]
0 = Listen server
1 = Dedicated server","Specifies whether a server created will be dedicated or not, i.e: the server joins the game or not.",
developer,-,0,developer [0|1],Enables developer mode.,
dmflags,S A,0,"dmflags <flags>
Known flags:
4 = no self splash-damage on health
8 = no self splash-damage on armor
16 = no falling damage",Deathmatch flags.,
F,,,,,
,,,,,
fixedtime,C,0,fixedtime <wait>,Enables system wait on rendering.,
fraglimit,S A,30,"fraglimit [limit]
0 = no fraglimit",Show or set the frag limit for deathmatch games.,
fs_basegame,I,-,fs_basegame <basegame>,Sets the directory under the paths where data comes from by default,
fs_basepath,I,-,fs_basepath <basepath>,Sets base game root path.,
fs_cdpath,I,-,fs_cdpath <cdpath>,Sets the path to an alternate hierarchy that will be searched if a file is not located in the base path.,
fs_copyfiles,I,-,fs_copyfiles,"When set to 1, every time a file is sourced from fs_cdpath, it will be copied over to fs_basepath. This is a development aid to help build test releases and to copy working sets over slow network links.",
fs_debug,-,0,fs_debug [0|1],File system debugging tool.,
fs_game,I,-,fs_game <path>,Sets the game directory.,
fs_homepath,I,-,fs_homepath <path>,"Sets the path used for all write access, also the location where custom mods and content can be installed to.",
fs_restrict,I,-,fs_restrict [0|1],File system demo/restricted mode test tool.,
G,,,,,
g_accelFactor_bfg,-,1,???,???,
g_accelFactor_pg,-,1,???,???,
g_accelFactor_rl,-,1,???,???,
g_accelRate_bfg,-,16,???,???,
g_accelRate_pg,-,16,???,???,
g_accelRate_rl,-,16,???,???,
g_advertdelay,I,15000,g_advertdelay <0 - 15000>,length of the pre-game advert. It is write protected and changes to 0 with the purchase of premium or pro subscription.,
g_allowCustomHeadModels,-,0,g_allowCustomHeadModels [0|1],Allows clients to alter their player head models using headmodel and team_headmodel.,
g_allowForfeit,-,1,g_allowForfeit [0|1],Allows players to forfeit the game using the forfeit command.,
g_allowKill,A,0,g_allowKill [0|1],Allows usage of the ‘kill’ command in a server.,
g_allowSpecVote,-,0,g_allowSpecVote [0|1],Allows spectators to call or cast votes in a server.,
g_allowStandardVote,-,1,g_allowStandardVote [0|1],Allows standard members in the server to vote.,
g_allowVote,A,1,g_allowVote [0|1],Allows voting to take place in a server.,
g_allowVoteMidGame,-,0,g_allowVoteMidGame [0|1],Allows voting to take place during a match.,
g_allWeapons,-,0,g_allWeapons [0|1],"Gives players weapons 3 to 8 when spawning, similar to in Clan Arena.",
g_arenasFile,R I,-,g_arenasFile <file name>,Points to a file for a server map rotation list.,
g_aspectEnable,S,0,g_aspectEnable [0|1] ,???,
g_autoAction,-,0,g_autoAction [0|1],Allows automatic demo recording on a server.,
g_banIPs,A,-,g_banIPs <ip addresses>,Ban certain IP addresses from connecting to your server.,
g_battleSuitDampen,-,0.25,g_battleSuitDampen <percentile>,Sets battle suit splash damage dampening percentile.,
g_botsFile,R I,-,g_botsFile <file name>,Points to the bot control file for bot configurations (such as scripts/bots.txt).,
g_botSpawnList,-,-,???,???,
g_ca,-,0,g_ca [0|1],"Enables Clan Arena mode. (non-functional, Clan Arena is a game-type, not a game-mode. Use g_gametype 4)",
g_ca_challengeMode,-,0,g_ca_challengeMode [0|1],???,
g_ca_startingArmor,-,100,g_ca_startingArmor <value>,Sets the player starting armor amount for Clan Arena games.,
g_ca_startingHealth,-,200,g_startingHealth <value>,Sets the player starting health amount for Clan Arena games.,
g_complaintDamageThreshold,A,400,g_complaintDamageThreshold [value],Sets the amount of team damage a player can cause to allow the targetted player to file a complaint.,
g_complaintLimit,A,5,g_complaintLimit [value],Sets the number of teamkill complaints filed against an offending player before being kicked from the server.,
g_compmode,S I,0,g_compmode [0|1],Enables competition mode.,
g_cubeTimeout,-,30,g_cubeTimeout <time>,Sets reset time for blue and red orbs. (not used),
g_damage_bfg,-,100,g_damage_bfg <value>,Sets damage done by BFG projectile.,
g_damage_cg,-,8,g_damage_cg <value>,Sets damage done by chaingun bullet.,
g_damage_g,-,50,g_damage_g <value>,Sets damage done by gauntlet.,
g_damage_gl,-,100,g_damage_gl <value>,Sets damage done by direct grenade shots.,
g_damage_lg,-,7,g_damage_lg <value>,Sets the damage done by the lightning gun shaft.,
g_damage_lg_falloff,-,0,g_damage_lg_falloff <value>,Sets the damage done by lightning fall off.,
g_damage_mg,-,5,g_damage_mg <value>,Sets the damage done by a machinegun bullet.,
g_damage_mg_tdm,-,4,g_damage_mg_tdm <value>,Sets the damage done by a machinegun bullet in team deathmatch.,
g_damage_ng,-,12,g_damage_ng <value>,Sets the damage done per nail by the nailgun shot.,
g_damage_pg,-,20,g_damage_pg <value>,Sets the damage done per plasma cell.,
g_damage_pl,-,0,g_damage_pl <value>,Sets the damage done by direct hits by prox mines.,
g_damage_rg,-,80,g_damage_rg <value>,Sets the damage done by the rail gun.,
g_damage_rl,-,100,g_damage_rl <value>,Sets the damage done by a direct hit by a rocket.,
g_damage_sg,-,5,g_damage_sg <value>,"Sets the damage done by the shotgun shot, per pellet.",
g_damage_sg_falloff,-,0,g_damage_sg_falloff <value>,Sets the damage done by shotgun falloff.,
g_damage_sg_outer,-,5,g_damage_sg_outer <value>,Sets the damage done by the shotgun shot in indirect shots (i.e: stray pellets),
g_damage_sg_tdm,-,4,g_damage_sg_tdm <value>,"Sets the damage done by the shotgun shot in team deathmatch, per pellet.",
g_debugAlloc,-,0,g_debugAlloc [0|1],Server degugging tool: memory allocation.,
g_debugDamage,-,0,g_debugDamage [0|1],"Server debugging tool: details information on any player damage dealt/received, including health and armor values. Draws information to console.",
g_debugFlags,-,0,???,???,
g_debugMove,-,0,g_debugMove [0|1],Server debugging tool: client movement,
g_debugThawTime,-,0,g_debugThawTime [0|1],Displays thaw time information when thawing a team mate in Freeze Tag.,
g_dmgThroughSurfaceAngularThreshold,-,0.5f,???,???,
g_dmgThroughSurfaceDampening,-,0.5f,???,???,
g_dmgThroughSurfaceDistance,-,-33.1f,g_dmgThroughSurfaceDistance <value>,???,
g_domCapTime,S,3,g_domCapTime <integer>,Sets the time duration to score points as set by g_domScoreRate.,
g_domination,S,0,g_domination [0|1],Enables Domination mode. (non-functional as of yet),
g_domScoreRate,S,5,g_domScoreRate <integer>,Sets the amount of points earned per ‘capture’.,
g_doWarmup,A,1,g_doWarmup [0|1],Allows warm up rounds before matches begin.,
g_dropCmds,-,7,"&1 = flags (dropflag)
&2 = power-ups (droppowerup)
&4 = weapons (dropweapon)",Enables the dropping of items in team games.,
g_dropDamagedHealth,-,0,???,???,
g_dropinactive,-,1,g_dropinactive [0|1],Enables kicking of inactive clients from server when time set by g_inactivity 1 is reached.,
g_dropPowerups,-,1,g_dropPowerups [0|1],Enables the dropping of powerups when power-up carriers die.,
g_dropRunes,-,0,g_dropRunes [0|1],Enables the dropping of runes when rune carriers die.,
g_enableBreath,S,0,g_enableBreath [0|1],Enables the frosty breath effect on player models on maps that enable this cvar.,
g_enablecasterinfo,-,0,???,???,
g_enableDebugTrace,-,0,???,???,
g_enableDust,S,0,g_enableDust [0|1],Enables the dust affect by players running over ‘dusty’ floors.,
g_enableMachinegun,-,1,g_enableMachinegun [0|1],Enables players to spawn with a machinegun. This is not applicable when g_instagib 1 and the amount of bullets issued with the weapon is set by g_startingammo_mg.,
g_enemyTeamRespawnRatio,-,1.5,???,???,
g_filterBan,A,1,"g_filterban [0|1]
0 = allows only specified IP’s to connect
1 = allows anyone except specified IP’s to connect",Allows/disallows only specified IP addresses (as per listip) to connect to the server.,
g_flagBounce,-,0.25,g_flagBounce <value>,"When a flag is dropped in CTF, this value multiplies the drop distance of the flag to give it bounces. A value of 1 will cause the flag to continue to bounce the exact height as the initial drop distance while a value higher than 1 will cause the flag to bounce higher after each iteration. A value of 0 will disable bouncing altogether.",
g_flagPhysics,-,0,??? <<<,??? <<<,
g_flightRefuelRate,-,0,??? <<<,??? <<<,
g_flightThrust,-,1200,g_flightThrust <amount>,Sets the amount of thrust when using the flight item.,
g_floodprot_decay,-,1000,???,???,
g_floodprot_maxcount,-,10,???,???,
g_floodprot_threadshold,-,500,???,???,
g_forceAtmosphericEffects,-,-,???,???,
g_forceDmgThroughSurface,-,0,g_forceDmgThroughSurface [0|1],Enables damage through surfaces.,
g_forceNextMap,-,0,g_forceNextMap [0|1],Automatically loads next map at match end.,
g_forcePremium,-,0,g_forcePremium [0|1],Allows only premium/pro clients to join the server. Standard users can only join via pro invites.,
g_freeze,S,0,g_freeze [0|1],"Enables Freeze-Tag mode. (non-functional, Freeze-Tag is a game-type, not game-mode. Use g_gametype 9.)",
g_freezeAutoThawTime,-,120000,g_freezeAutoThawTime <time>,Freeze Tag: Sets the amount of time (in milliseconds) for frozen players to auto thaw.,
g_freezeEnvironmentalRespawnDelay,-,0,g_freezeEnvironmentalRespawnDelay <time>,"Freeze Tag: Sets time delay (in milliseconds) before respawning after being 'frozen' by lava, slime and other environmental hazards.",
g_freezeRemovePowerupsOnRound,-,1,g_freezeRemovePowerupsOnRound [0|1],Freeze Tag: Removes power-ups at the start of a round,
g_freezeResetArmorOnRound,-,0,g_freezeResetArmorOnRound [0|1],Freeze Tag: Resets armor spawns at the start of a round,
g_freezeResetHealthOnRound,-,0,g_freezeResetHealthOnRound [0|1],Freeze Tag: Resets health spawns at the start of a round,
g_freezeResetWeaponsOnRound,-,0,g_freezeResetWeaponsOnRound [0|1],Freeze Tag: Resets weapon spawns at the start of a round,
g_freezeRoundDelay,-,4000,g_freezeRoundDelay <delay>,Freeze Tag: Sets the delay (in milliseconds) between rounds.,
g_freezeThawRadius,-,64,g_freezeThawRadius <radius>,"Freeze Tag: Sets a radius (in map units) around a frozen team member in which team mates need to camp in, for the time specified by g_freezeThawTime, in order to thaw the frozen team mate.",
g_freezeThawThroughSurface,-,1,g_freezeThawThroughSurface [0|1],Freeze Tag: Enables thawing through surfaces,
g_freezeThawTick,-,1,g_freezeThawTick [0|1],Freeze Tag: Enables thawing sound,
g_freezeThawTime,-,3000,g_freezeThawTime <time>,Freeze Tag: Sets time (in milliseconds) required for a team mate to camp in the g_freezeThawRadius before a frozen team mate is thawed.,
g_freezeThawWinningTeam,-,1,g_freezeThawWinningTeam [0|1],Freeze Tag: Thaws any frozen players on the round-winning team,
g_friendlyfire,A,0,g_friendlyFire [0|1],Allow damage to be inflicted between team mates.,
g_friendlyFireDampen,A,1,g_friendlyFireDampen <value>,Multiplies all team damage by value,
g_gameState,S R A,-,g_gamestate,Dictates which stage of play a server is in.,
g_gametype,S L,0,"g_gametypes [0|1|2|3|4|5|6|7|8|9]
0 = Free for All
1 = Tournament
2 = Free for All
3 = Team Deathmatch
4 = Clan Arena
5 = Capture the Flag
6 = One-Flag CTF
7 = Overload
8 = Harvester
9 = Freeze Tag",Sets server game type to be set for next match.,
g_grantItemOnSpawn,A,-,g_grantItemOnSpawn <item>,Grants the specified item to players when spawning.,
g_gravity,A,800,g_gravity <factor>,Sets gravitational factor.,
g_guidedRocket,-,0,g_guidedRocket [0|1],Enables guided rockets.,
g_headShotDamageScale,-,1,g_headShotDamageScale <scale>,Scales head shot damage by this amount.,
g_headShotEnable,-,0,g_headShotEnable [0|1],"Enables the use of head shots, multiplying damage inflicted to opponents’ heads by the amount specified by g_headShotDamageScale.",
g_headShotEnable_Bullet,-,1,g_headShotEnable_Bullet [0|1],Enables machinegun bullet head shots when g_headShotEnable 1.,
g_headShotEnable_Rail,-,1,g_headShotEnable_Rail [0|1],Enables railgun slug head shots when g_headShotEnable 1.,
g_headShotEnable_Shotgun,-,1,g_headShotEnable_Shotgun [0|1],Enables shotgun shell head shots when g_headShotEnable 1.,
g_holiday,S,0,???,???,
g_inactivity,-,70,g_inactivity <time>,Sets the amount of time a player can be inactive for before being kicked from the server.,
g_instaGib,S,0,g_instagib [0|1],Toggles instagib railguns-only mode.,
g_ironsights_mg,-,1,???,???,
g_kamiAttenuate,-,2048,???,???,
g_kamiMinRatio,-,0.1,???,???,
g_knockback,-,1000,g_knockback <factor>,Amount of knock back general projectiles exert on players.,
g_knockback_bfg,-,1,g_knockback_bfg <factor>,Amount of knock back BFG projectiles (and splash damage) exert on players.,
g_knockback_cg,-,1,g_knockback_cg <factor>,Amount of knock back chaingun projectiles exert onto players.,
g_knockback_cripple,-,0,???,???,
g_knockback_g,-,1,g_knockback_g <factor>,Amount of knock back gauntlets exert onto players.,
g_knockback_gl,-,1.1,g_knockback_gl <factor>,Amount of knock back grenades (and splash damage) exert onto players.,
g_knockback_lg,-,1.5,g_knockback_lg <factor>,Amount of knock back beams of lightning exert onto players.,
g_knockback_mg,-,1,g_knockback_mg <factor>,Amount of knock back machinegun projectiles exert onto players.,
g_knockback_ng,-,1,g_knockback_ng <factor>,Amount of knock back nailgun projectiles exert onto players.,
g_knockback_pg,-,1.1,g_knockback_pg <factor>,Amount of knock back plasma projectiles (and splash damage) exert on players.,
g_knockback_pg_self,-,1.3,g_knockback_pg_self <factor>,Amount of knock back plasma splash damage exerts onto yourself.,
g_knockback_pl,-,1,g_knockback_pl <factor>,Amount of knock back prox mines and their splash damage exert onto players.,
g_knockback_rg,-,0.85,g_knockback_rg <factor>,Amount of knock back rail projectiles exert onto players.,
g_knockback_rl,-,0.9,g_knockback_rl <factor>,Amount of knock back rockets (and splash damage) exert on players.,
g_knockback_rl_self,-,1.1,g_knockback_rl_self <factor>,Amount of knock back rocket splash damage exert on your own player.,
g_knockback_sg,-,1,g_knockback_sg <self>,Amount of knock back shotgun pellets exert on players.,
g_knockback_z,-,24,g_knockback_z <value>,Sets player center of mass higher than the origin by the specified number of units when calculating knockback from enemy splash damage. This allows for more vertical knockback.,
g_lagHaxHistory,L,4,???,???,
g_lagHaxMs,L,80,???,???,
g_lastManStandingMessage,-,You are the only one left,g_lastManStandingMessage [string],Sets the message to display when a player is the sole survivor in clan arena and when g_lastManStandingWarning 1. ,
g_lastManStandingWarning,-,1,g_lastManStandingWarning [0|1],Enables the use of the sole survivor message in clan arena in a server.,
g_levelStartTime,S R A,0,???,???,
g_log,A,0,"g_log [0|1]
1 = Enables logging",Enables logging of game data and statistics.,
g_log_shuffle,-,0,g_log_shuffle [0|1],???,
g_logSync,A,0,"g_logSync [0|1]
0 = overwrite existing files
1 = write to the end of an existing file.",Enables logging to append to an existing file.,
g_max_knockback,-,120,g_max_knockback <factor>,Sets maximum knock-back factor.,
g_maxDeferredSpawns,S,4,g_maxDeferredSpawns <value>,???,
g_maxFlightFuel,-,16000,g_maxFlightFuel <amount>,Sets the amount of flight time given by the holdable flight item.,
g_maxGameClients,S A L,0,g_maxGameClients <amount>,Sets maximum amount of players that are allowed to populate a server.,
g_maxSkillTier,S,0,"g_maxSkillTier <0 – 5>
1 – 5 = max skill level set",The client skill level limit of the server.,
g_maxStandardClients,S A L,0,g_maxStandardClients [number],Sets the maximum number of standard membership players that can be connected to the server at a given time.,
g_mercytime,A,0,g_mercytime <time>,"An optional component to mercylimit, in teamgames with timelimits, you may set g_mercytime to the number of minutes of gameplay that must first pass before mercylimit is enforced.",
g_minplayers_ctf,-,2,g_minplayers_ctf <quantity>,Sets the minimum amount of players needed for a CTF match to be allowed to begin.,
g_motd,-,-,g_motd [string],Sets message of the day string. Displayed using cl_motd.,
g_nailbounce,-,1,g_nailbounce <value>,"Sets the amount of times nails bounce of walls, floors etc.; the percentage of which is controlled by g_nailbouncepercentage.",
g_nailbouncepercentage,-,65,g_nailbouncepercentage <value>,Sets the percentage of nails that will bounce off of surfaces.,
g_nailcount,-,10,g_nailcount <amount>,Sets the number of nails fired per shot by the nailgun.,
